id,recipe_name,pet_type,age_group,ingredients,ingredient_quantities,preparation_steps,calories,protein,fat,carbohydrates,vitamins,minerals,cook_time,difficulty,health_benefits,health_conditions_supported,source_url
DOG_335,Hearty Chicken Breast & White Rice Puree topper,Dog,Senior,"Chicken Breast, White Rice, Spinach, Carrots, Salmon Oil","130g, 133g, 63g, 77g, 14g","Thoroughly cook the Chicken Breast in a pan until fully cooked through. | Prepare the White Rice by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Spinach, Carrots) so they are easily digestible. | Mix the cooked Chicken Breast, White Rice, and vegetables together in a large bowl. | Drizzle with Salmon Oil and let the mixture cool completely before serving.",134,11.1,4.7,11.2,"Niacin, Vitamin C","Potassium, Calcium",15 mins,Easy,"High Protein, Puppy/Kitten","High Protein Support, Puppy/Kitten Support",https://pawfeed.ai/recipes/dog-hearty-chicken-breast-and-white-rice-puree-topper
DOG_336,Homestyle Chicken Breast & White Rice Loaf,Dog,Baby,"Chicken Breast, White Rice, Green Beans, Zucchini, Peas, Coconut Oil","101g, 81g, 25g, 30g, 71g, 5g","Thoroughly cook the Chicken Breast in a pan until fully cooked through. | Prepare the White Rice by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Green Beans, Zucchini, Peas) so they are easily digestible. | Mix the cooked Chicken Breast, White Rice, and vegetables together in a large bowl. | Drizzle with Coconut Oil and let the mixture cool completely before serving.",123,12.2,3.0,11.3,"Vitamin D3, Vitamin A, Vitamin C","Zinc, Iron, Magnesium, Potassium",25 mins,Medium,General Wellness,General Wellness Support,https://pawfeed.ai/recipes/dog-homestyle-chicken-breast-and-white-rice-loaf
DOG_337,Savory Pork Loin & Pumpkin Puree Bowl,Dog,Baby,"Pork Loin, Pumpkin Puree, Zucchini, Olive Oil","142g, 78g, 61g, 9g","Thoroughly cook the Pork Loin in a pan until fully cooked through. | Prepare the Pumpkin Puree by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Zucchini) so they are easily digestible. | Mix the cooked Pork Loin, Pumpkin Puree, and vegetables together in a large bowl. | Drizzle with Olive Oil and let the mixture cool completely before serving.",156,13.7,10.0,2.4,"Vitamin A, Folic Acid, Niacin","Iron, Selenium, Copper, Potassium",20 mins,Easy,Joint Health,Joint Health Support,https://pawfeed.ai/recipes/dog-savory-pork-loin-and-pumpkin-puree-bowl
DOG_338,Hearty Turkey Breast & Oatmeal Puree topper,Dog,Senior,"Turkey Breast, Oatmeal, Zucchini, Coconut Oil","149g, 80g, 47g, 13g","Thoroughly cook the Turkey Breast in a pan until fully cooked through. | Prepare the Oatmeal by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Zucchini) so they are easily digestible. | Mix the cooked Turkey Breast, Oatmeal, and vegetables together in a large bowl. | Drizzle with Coconut Oil and let the mixture cool completely before serving.",219,20.3,7.2,18.8,"Vitamin D3, Folic Acid, Riboflavin, Niacin","Potassium, Copper, Magnesium",30 mins,Medium,"Puppy/Kitten, Skin & Coat","Puppy/Kitten Support, Skin & Coat Support",https://pawfeed.ai/recipes/dog-hearty-turkey-breast-and-oatmeal-puree-topper
DOG_339,Fresh & Healthy Cod Fillet & Brown Rice Puree topper,Dog,Baby,"Cod Fillet, Brown Rice, Broccoli, Celery, Spinach, Olive Oil","176g, 139g, 74g, 74g, 23g, 5g","Thoroughly cook the Cod Fillet in a pan until fully cooked through. | Prepare the Brown Rice by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Broccoli, Celery, Spinach) so they are easily digestible. | Mix the cooked Cod Fillet, Brown Rice, and vegetables together in a large bowl. | Drizzle with Olive Oil and let the mixture cool completely before serving.",78,7.9,1.6,8.2,"Thiamine, Vitamin D3, Niacin","Calcium, Manganese",15 mins,Medium,"Digestive Health, Joint Health","Digestive Health Support, Joint Health Support",https://pawfeed.ai/recipes/dog-fresh-and-healthy-cod-fillet-and-brown-rice-puree-topper
DOG_340,Nutrient-Rich Chicken Breast & Pumpkin Puree Puree topper,Dog,Baby,"Chicken Breast, Pumpkin Puree, Peas, Zucchini, Flaxseed Oil","141g, 101g, 54g, 65g, 14g","Thoroughly cook the Chicken Breast in a pan until fully cooked through. | Prepare the Pumpkin Puree by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Peas, Zucchini) so they are easily digestible. | Mix the cooked Chicken Breast, Pumpkin Puree, and vegetables together in a large bowl. | Drizzle with Flaxseed Oil and let the mixture cool completely before serving.",117,12.9,5.2,4.3,"Vitamin C, Vitamin E, Folic Acid, Vitamin B12","Selenium, Potassium, Phosphorus",25 mins,Easy,Puppy/Kitten,Puppy/Kitten Support,https://pawfeed.ai/recipes/dog-nutrient-rich-chicken-breast-and-pumpkin-puree-puree-topper
DOG_341,Premium Venison & Quinoa Bite-Sized Dinner,Dog,Adult,"Venison, Quinoa, Broccoli, Carrots, Zucchini, Olive Oil","160g, 145g, 55g, 24g, 48g, 9g","Thoroughly cook the Venison in a pan until fully cooked through. | Prepare the Quinoa by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Broccoli, Carrots, Zucchini) so they are easily digestible. | Mix the cooked Venison, Quinoa, and vegetables together in a large bowl. | Drizzle with Olive Oil and let the mixture cool completely before serving.",120,12.9,3.8,8.6,"Riboflavin, Vitamin C, Vitamin A, Vitamin E","Calcium, Zinc, Magnesium, Selenium",20 mins,Easy,"Weight Management, General Wellness","Weight Management Support, General Wellness Support",https://pawfeed.ai/recipes/dog-premium-venison-and-quinoa-bite-sized-dinner
DOG_342,Homestyle Beef Lean & Pumpkin Puree Skillet Mix,Dog,Senior,"Beef Lean, Pumpkin Puree, Green Beans, Celery, Flaxseed Oil","104g, 56g, 70g, 54g, 7g","Thoroughly cook the Beef Lean in a pan until fully cooked through. | Prepare the Pumpkin Puree by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Green Beans, Celery) so they are easily digestible. | Mix the cooked Beef Lean, Pumpkin Puree, and vegetables together in a large bowl. | Drizzle with Flaxseed Oil and let the mixture cool completely before serving.",126,10.0,7.9,3.5,"Vitamin D3, Vitamin B12, Riboflavin, Vitamin C","Potassium, Zinc, Copper, Manganese",25 mins,Medium,Senior Pet,Senior Pet Support,https://pawfeed.ai/recipes/dog-homestyle-beef-lean-and-pumpkin-puree-skillet-mix
DOG_343,Hearty Venison & Oatmeal Stew,Dog,Senior,"Venison, Oatmeal, Broccoli, Spinach, Green Beans, Coconut Oil","156g, 147g, 43g, 74g, 39g, 5g","Thoroughly cook the Venison in a pan until fully cooked through. | Prepare the Oatmeal by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Broccoli, Spinach, Green Beans) so they are easily digestible. | Mix the cooked Venison, Oatmeal, and vegetables together in a large bowl. | Drizzle with Coconut Oil and let the mixture cool completely before serving.",192,16.3,4.4,22.7,"Thiamine, Vitamin A","Manganese, Copper, Magnesium",20 mins,Medium,"High Protein, Joint Health","High Protein Support, Joint Health Support",https://pawfeed.ai/recipes/dog-hearty-venison-and-oatmeal-stew
DOG_344,Homestyle Egg & Oatmeal Bowl,Dog,Adult,"Egg, Oatmeal, Green Beans, Coconut Oil","234g, 86g, 63g, 8g","Thoroughly cook the Egg in a pan until fully cooked through. | Prepare the Oatmeal by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Green Beans) so they are easily digestible. | Mix the cooked Egg, Oatmeal, and vegetables together in a large bowl. | Drizzle with Coconut Oil and let the mixture cool completely before serving.",201,11.8,10.2,16.3,"Thiamine, Vitamin A","Calcium, Iron, Potassium, Zinc",15 mins,Easy,"Joint Health, High Protein","Joint Health Support, High Protein Support",https://pawfeed.ai/recipes/dog-homestyle-egg-and-oatmeal-bowl
DOG_345,Homestyle Tofu & Brown Rice Bite-Sized Dinner,Dog,Senior,"Tofu, Brown Rice, Broccoli, Coconut Oil","146g, 107g, 23g, 13g","Thoroughly cook the Tofu in a pan until fully cooked through. | Prepare the Brown Rice by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Broccoli) so they are easily digestible. | Mix the cooked Tofu, Brown Rice, and vegetables together in a large bowl. | Drizzle with Coconut Oil and let the mixture cool completely before serving.",121,5.2,7.3,10.0,"Thiamine, Vitamin D3, Vitamin C","Copper, Magnesium, Potassium",20 mins,Easy,Skin & Coat,Skin & Coat Support,https://pawfeed.ai/recipes/dog-homestyle-tofu-and-brown-rice-bite-sized-dinner
DOG_346,Homestyle Beef Lean & Brown Rice Bowl,Dog,Senior,"Beef Lean, Brown Rice, Peas, Salmon Oil","204g, 129g, 69g, 6g","Thoroughly cook the Beef Lean in a pan until fully cooked through. | Prepare the Brown Rice by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Peas) so they are easily digestible. | Mix the cooked Beef Lean, Brown Rice, and vegetables together in a large bowl. | Drizzle with Salmon Oil and let the mixture cool completely before serving.",187,14.7,9.3,9.6,"Vitamin C, Vitamin E, Niacin","Potassium, Magnesium, Iron",15 mins,Medium,"Joint Health, Digestive Health","Joint Health Support, Digestive Health Support",https://pawfeed.ai/recipes/dog-homestyle-beef-lean-and-brown-rice-bowl
DOG_347,Slow-Cooked Tofu & Quinoa Bake,Dog,Adult,"Tofu, Quinoa, Green Beans, Spinach, Flaxseed Oil","203g, 106g, 59g, 23g, 5g","Thoroughly cook the Tofu in a pan until fully cooked through. | Prepare the Quinoa by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Green Beans, Spinach) so they are easily digestible. | Mix the cooked Tofu, Quinoa, and vegetables together in a large bowl. | Drizzle with Flaxseed Oil and let the mixture cool completely before serving.",88,5.7,4.3,7.8,"Thiamine, Niacin","Potassium, Iron",15 mins,Medium,"Senior Pet, General Wellness","Senior Pet Support, General Wellness Support",https://pawfeed.ai/recipes/dog-slow-cooked-tofu-and-quinoa-bake
DOG_348,Nutrient-Rich Pork Loin & Potato Bake,Dog,Senior,"Pork Loin, Potato, Broccoli, Zucchini, Flaxseed Oil","140g, 139g, 60g, 48g, 10g","Thoroughly cook the Pork Loin in a pan until fully cooked through. | Prepare the Potato by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Broccoli, Zucchini) so they are easily digestible. | Mix the cooked Pork Loin, Potato, and vegetables together in a large bowl. | Drizzle with Flaxseed Oil and let the mixture cool completely before serving.",142,10.8,7.6,7.4,"Vitamin E, Vitamin D3, Folic Acid","Manganese, Phosphorus, Iron, Zinc",30 mins,Medium,Joint Health,Joint Health Support,https://pawfeed.ai/recipes/dog-nutrient-rich-pork-loin-and-potato-bake
DOG_349,Hearty Chicken Breast & Sweet Potato Bite-Sized Dinner,Dog,Adult,"Chicken Breast, Sweet Potato, Celery, Green Beans, Carrots, Salmon Oil","184g, 150g, 50g, 74g, 53g, 6g","Thoroughly cook the Chicken Breast in a pan until fully cooked through. | Prepare the Sweet Potato by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Celery, Green Beans, Carrots) so they are easily digestible. | Mix the cooked Chicken Breast, Sweet Potato, and vegetables together in a large bowl. | Drizzle with Salmon Oil and let the mixture cool completely before serving.",104,11.9,2.5,8.1,"Vitamin D3, Folic Acid","Manganese, Calcium, Magnesium, Selenium",25 mins,Medium,"High Protein, Weight Management","High Protein Support, Weight Management Support",https://pawfeed.ai/recipes/dog-hearty-chicken-breast-and-sweet-potato-bite-sized-dinner
DOG_350,Fresh & Healthy Egg & Quinoa Skillet Mix,Dog,Baby,"Egg, Quinoa, Spinach, Coconut Oil","113g, 83g, 27g, 13g","Thoroughly cook the Egg in a pan until fully cooked through. | Prepare the Quinoa by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Spinach) so they are easily digestible. | Mix the cooked Egg, Quinoa, and vegetables together in a large bowl. | Drizzle with Coconut Oil and let the mixture cool completely before serving.",167,8.1,11.5,8.3,"Thiamine, Riboflavin, Vitamin C, Vitamin B12","Potassium, Selenium, Calcium, Phosphorus",25 mins,Medium,"Puppy/Kitten, General Wellness","Puppy/Kitten Support, General Wellness Support",https://pawfeed.ai/recipes/dog-fresh-and-healthy-egg-and-quinoa-skillet-mix
DOG_351,Fresh & Healthy Beef Lean & Quinoa Stew,Dog,Baby,"Beef Lean, Quinoa, Spinach, Zucchini, Olive Oil","179g, 93g, 27g, 25g, 6g","Thoroughly cook the Beef Lean in a pan until fully cooked through. | Prepare the Quinoa by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Spinach, Zucchini) so they are easily digestible. | Mix the cooked Beef Lean, Quinoa, and vegetables together in a large bowl. | Drizzle with Olive Oil and let the mixture cool completely before serving.",189,15.7,10.5,6.4,"Folic Acid, Niacin","Zinc, Copper, Iron, Manganese",20 mins,Medium,Weight Management,Weight Management Support,https://pawfeed.ai/recipes/dog-fresh-and-healthy-beef-lean-and-quinoa-stew
DOG_352,Savory Cod Fillet & Potato Bite-Sized Dinner,Dog,Senior,"Cod Fillet, Potato, Zucchini, Spinach, Olive Oil","214g, 88g, 63g, 63g, 9g","Thoroughly cook the Cod Fillet in a pan until fully cooked through. | Prepare the Potato by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Zucchini, Spinach) so they are easily digestible. | Mix the cooked Cod Fillet, Potato, and vegetables together in a large bowl. | Drizzle with Olive Oil and let the mixture cool completely before serving.",80,9.8,2.5,4.4,"Niacin, Vitamin E","Iron, Calcium, Phosphorus",20 mins,Medium,Skin & Coat,Skin & Coat Support,https://pawfeed.ai/recipes/dog-savory-cod-fillet-and-potato-bite-sized-dinner
DOG_353,Fresh & Healthy Salmon Fillet & White Rice Skillet Mix,Dog,Senior,"Salmon Fillet, White Rice, Broccoli, Olive Oil","170g, 124g, 31g, 6g","Thoroughly cook the Salmon Fillet in a pan until fully cooked through. | Prepare the White Rice by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Broccoli) so they are easily digestible. | Mix the cooked Salmon Fillet, White Rice, and vegetables together in a large bowl. | Drizzle with Olive Oil and let the mixture cool completely before serving.",175,11.5,8.6,11.1,"Vitamin E, Vitamin A, Niacin","Iron, Manganese, Potassium, Calcium",30 mins,Medium,General Wellness,General Wellness Support,https://pawfeed.ai/recipes/dog-fresh-and-healthy-salmon-fillet-and-white-rice-skillet-mix
DOG_354,Slow-Cooked Chicken Breast & Oatmeal Puree topper,Dog,Adult,"Chicken Breast, Oatmeal, Celery, Green Beans, Flaxseed Oil","187g, 139g, 67g, 25g, 11g","Thoroughly cook the Chicken Breast in a pan until fully cooked through. | Prepare the Oatmeal by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Celery, Green Beans) so they are easily digestible. | Mix the cooked Chicken Breast, Oatmeal, and vegetables together in a large bowl. | Drizzle with Flaxseed Oil and let the mixture cool completely before serving.",225,19.2,6.4,22.3,"Vitamin C, Thiamine","Manganese, Phosphorus, Magnesium, Selenium",25 mins,Medium,High Protein,High Protein Support,https://pawfeed.ai/recipes/dog-slow-cooked-chicken-breast-and-oatmeal-puree-topper
DOG_355,Hearty Venison & Barley Loaf,Dog,Adult,"Venison, Barley, Peas, Celery, Flaxseed Oil","187g, 110g, 65g, 44g, 9g","Thoroughly cook the Venison in a pan until fully cooked through. | Prepare the Barley by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Peas, Celery) so they are easily digestible. | Mix the cooked Venison, Barley, and vegetables together in a large bowl. | Drizzle with Flaxseed Oil and let the mixture cool completely before serving.",195,17.8,4.2,21.9,"Niacin, Vitamin A, Thiamine","Selenium, Calcium, Phosphorus",20 mins,Easy,Joint Health,Joint Health Support,https://pawfeed.ai/recipes/dog-hearty-venison-and-barley-loaf
DOG_356,Homestyle Chicken Breast & Brown Rice Skillet Mix,Dog,Senior,"Chicken Breast, Brown Rice, Broccoli, Green Beans, Zucchini, Salmon Oil","201g, 70g, 78g, 59g, 56g, 7g","Thoroughly cook the Chicken Breast in a pan until fully cooked through. | Prepare the Brown Rice by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Broccoli, Green Beans, Zucchini) so they are easily digestible. | Mix the cooked Chicken Breast, Brown Rice, and vegetables together in a large bowl. | Drizzle with Salmon Oil and let the mixture cool completely before serving.",112,14.4,3.3,5.8,"Vitamin C, Vitamin D3, Riboflavin, Vitamin B12","Potassium, Zinc",15 mins,Easy,Weight Management,Weight Management Support,https://pawfeed.ai/recipes/dog-homestyle-chicken-breast-and-brown-rice-skillet-mix
